SNo.,District Name,Janpad / Block Name,Panchayat Name,Work Start Fin Year,Work Status,Work Code,Work Name,Master Work Category Name,Work Category Name,WORK TYPE as per new work creation Module,Work Type,Agency Name,Sanction Wages (Rs),Sanction Material (Rs),Booked Current FY Wages (Rs),Booked Current FY Material (Rs),Paid Current FY Wages (Rs),Paid Current FY Material (Rs),Booked Since Inception Wages (Rs),Booked Since Inception Material (Rs),Paid Since Inception Wages (Rs),Paid Since Inception Material (Rs),Total Mandays,Mandays Generated Current FY,No. Of Units,Is Exempted Ongoing Community Works(20) within GP,Is Secure,Is Convergence,Work Started Date,Work Physically/ Completed Date,Individual Beneficiary JCN
3172,SATNA,MAIHAR,BHEDA,2026-2027,Physically Completed,1712008070/IF/IAY/5833128,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149717571,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,23-04-2026,09-08-2026
3173,SATNA,MAIHAR,BHEDA,2026-2027,Ongoing,1712008070/IF/IAY/5833132,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148555100,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,23-04-2026,
3174,SATNA,MAIHAR,BIHARAKALAN,2015-2016,Approved,1712008040/IF/IAY/136093,Construction of IAY House -IAY REG. NO. MP-12-008-040-001/8289,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2016,
3175,SATNA,MAIHAR,BIHARAKALAN,2015-2016,Approved,1712008040/IF/IAY/136094,Construction of IAY House -IAY REG. NO. MP-12-008-040-002/8122,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2016,
3176,SATNA,MAIHAR,BIHARAKALAN,2015-2016,Approved,1712008040/IF/IAY/136095,Construction of IAY House -IAY REG. NO. MP-12-008-040-002/8123,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2016,
3177,SATNA,MAIHAR,BIHARAKALAN,2015-2016,Approved,1712008040/IF/IAY/136096,Construction of IAY House -IAY REG. NO. MP-12-008-040-002/8146,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,18-02-2016,
3178,SATNA,MAIHAR,BIHARAKALAN,2017-2018,Ongoing,1712008040/IF/IAY/961295,Construction of IAY House -IAY REG. NO. MP3323986,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,28-10-2017,
3179,SATNA,MAIHAR,BIHARAKALAN,2018-2019,Ongoing,1712008040/WC/22012034431326,check DEM NIRMAN SUKHI LAL KUSHWAHA KE GHAR KE PAS,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Earthen Check Dam for Community,Constr of Earthen Check Dam for Community,Gram Panchayat,277000,976000,1253000,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,02-03-2019,
3180,SATNA,MAIHAR,BIHARAKALAN,2020-2021,Approved,1712008040/IF/IAY/3260825,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4100723,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,15-12-2020,
3181,SATNA,MAIHAR,BIHARAKALAN,2020-2021,Ongoing,1712008040/AV/22012034549933,boundry wall nirman karya samudaik bhawan tikarkala,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Compound wall for government schools for Community,Constr of CmpOnd wall for gov schools for Comm,Gram Panchayat,25000,0,168000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,24-02-2021,
3182,SATNA,MAIHAR,BIHARAKALAN,2021-2022,Ongoing,1712008040/IF/IAY/3204151,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5018844,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-08-2021,
3183,SATNA,MAIHAR,BIHARAKALAN,2021-2022,Ongoing,1712008040/IF/IAY/3210968,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4167034,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,14-08-2021,
3184,SATNA,MAIHAR,BIHARAKALAN,2021-2022,Ongoing,1712008040/IF/IAY/2956128,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP4998512,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,21-06-2021,
3185,SATNA,MAIHAR,BIHARAKALAN,2021-2022,Approved,1712008040/IF/IAY/3498205,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5073584,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,30-12-2021,
3186,SATNA,MAIHAR,BIHARAKALAN,2022-2023,Ongoing,1712008040/IF/22012035041728,ब्यक्तिगत सोकपिट निर्माण कार्य सौखीलाल कोल के घर से रामलाल कोल कें घर टाका 10नग biharaakalaa,D --RURAL INFRASTUCTURE,Works on Individuals Land (Category IV),Construction of Soak Pit for Individual,Construction of Soak Pit for Individual,Gram Panchayat,25385.45,69582.06,94968,0,0,0,0,0,0,0,0,0,0,10,,YES,NO,01-02-2023,
3187,SATNA,MAIHAR,BIHARAKALAN,2022-2023,Ongoing,1712008040/WH/22012034920914,stopdam jirnodhar galahra nala,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Renovation of traditional water bodies,Renovation of Community Water Harvesting Ponds for Community,Renovtion of Community Ponds for Comm,Gram Panchayat,107000,0,333000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-05-2022,
3188,SATNA,MAIHAR,BIHARAKALAN,2022-2023,Ongoing,1712008040/WH/22012034920915,stopdam jirnodhar vishwnath patel ke khet ke pas,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Renovation of traditional water bodies,Renovation of Community Water Harvesting Ponds for Community,Renovtion of Community Ponds for Comm,Gram Panchayat,95000,0,319000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-05-2022,
3189,SATNA,MAIHAR,BIHARAKALAN,2022-2023,Ongoing,1712008040/WH/22012034920967,stopdam jirnodhar shantidham ke pas tikar kala,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Renovation of traditional water bodies,Renovation of Community Water Harvesting Ponds for Community,Renovtion of Community Ponds for Comm,Gram Panchayat,103000,0,328000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-05-2022,
3190,SATNA,MAIHAR,BIHARAKALAN,2022-2023,Ongoing,1712008040/IF/22012035051750,byaktigat sokpit nirman kary ramkumar kol ke ghar se laxman kol ke ghar tak 10 unit biharakala,D --RURAL INFRASTUCTURE,Works on Individuals Land (Category IV),Construction of Soak Pit for Individual,Construction of Soak Pit for Individual,Gram Panchayat,32890.65,80317.2,113208,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,15-02-2023,
3191,SATNA,MAIHAR,BIHARAKALAN,2022-2023,Ongoing,1712008040/IF/IAY/3956330,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127961091,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,24-10-2022,
3192,SATNA,MAIHAR,BIHARAKALAN,2023-2024,Ongoing,1712008040/AV/22012034651451,puliya nirman kary hanuman mandir ke pass,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Gram Panchayat/Panchayat Bhavan Building for Community,Constr of GP for community,Gram Panchayat,17000,0,127000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,13-03-2024,
3193,SATNA,MAIHAR,BIHARAKALAN,2023-2024,Ongoing,1712008040/RC/22012034645513,Pcc road nirman kary human mandir say shyam lal kol ke ghar tak,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,62000,0,411000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,13-03-2024,
3194,SATNA,MAIHAR,BIHARAKALAN,2023-2024,Ongoing,1712008040/RS/22012035121725,nali nirman kary vinod dahiya ke ghar say govind soni ke ghar tak 390 mitar,D --RURAL INFRASTUCTURE,Rural Sanitation,Construction of Open / Covered Grey Water/Storm Drain for Community,Constr of Open/Covered Grey Water Drain for Comm,Gram Panchayat,88000,0,587000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,13-03-2024,
3195,SATNA,MAIHAR,BIHARAKALAN,2023-2024,Ongoing,1712008040/AV/22012034653579,शान्तिधाम निर्माण कार्य बिहराकला,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Crematorium for Community,Construction of Crematorium for Community,Gram Panchayat,34629.08,296343.3,331284,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,16-03-2024,
3196,SATNA,MAIHAR,BIHARAKALAN,2023-2024,Ongoing,1712008040/IF/22012035211330,कपिल धारा निर्माण कार्य राजाराम पटेल भरेवा,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Works on Individuals Land (Category IV),Construction of Earthen graded Bund for Individuals,Constr of Earthen graded Bund for Individuals,Gram Panchayat,122777.85,159639.72,282597,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,16-03-2024,
3197,SATNA,MAIHAR,BIHARAKALAN,2023-2024,Ongoing,1712008040/IF/22012035211331,कपिल धारा निर्माण कार्य राजेंद्र पटेल भरेवा,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Works on Individuals Land (Category IV),Construction of Earthen graded Bund for Individuals,Constr of Earthen graded Bund for Individuals,Gram Panchayat,131943.52,165018.74,297142,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,16-03-2024,
3198,SATNA,MAIHAR,BIHARAKALAN,2023-2024,Ongoing,1712008040/WC/22012035175114,Gaiviyan stekchar dudaha nala,D --RURAL INFRASTUCTURE,Water Conservation and Water Harvesting,Construction of Wire crate (gabion) Spur for Community,Constr of Wire crate (gabion) Spur for Comm,Gram Panchayat,36252.3,234945.38,271198,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,16-03-2024,
3199,SATNA,MAIHAR,BIHARAKALAN,2024-2025,Approved,1712008040/RC/22012034834651,pcc road Nirman kary Vishnu Banshkar ke ghae se Pani ki aur 100miter,D --RURAL INFRASTUCTURE,Rural Connectivity,Construction of Cement Concrete Roads for Community,Constr of Cement Concrete Roads for Comm,Gram Panchayat,50000,0,318000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,10-09-2024,
3200,SATNA,MAIHAR,BIHARAKALAN,2024-2025,Approved,1712008040/IF/IAY/5864449,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127963071,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-03-2025,
3201,SATNA,MAIHAR,BIHARAKALAN,2024-2025,Ongoing,1712008040/AV/22012034661327,शांति धाम निर्माण भरेवा,D --RURAL INFRASTUCTURE,Anganwadi/Other Rural Infrastructure,Construction of Crematorium for Community,Construction of Crematorium for Community,Gram Panchayat,38076.74,296829.35,335219,0,0,0,0,0,0,0,0,0,0,1,,YES,NO,22-01-2025,
3202,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5864387,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130468224,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,9000,0,0,0,0,0,0,0,30,30,1,,NO,YES,03-02-2026,
3203,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5864435,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP128102175,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4500,0,0,0,0,0,0,0,30,30,1,,NO,YES,03-02-2026,
3204,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5864495,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127957670,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,8400,0,0,0,0,0,0,0,28,28,1,,NO,YES,03-02-2026,
3205,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5552529,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127961603,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,900,0,0,0,0,0,0,0,3,3,1,,NO,YES,05-09-2025,
3206,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Physically Completed,1712008040/IF/IAY/5814515,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148796642,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,3915,0,0,0,0,0,0,0,15,15,1,,NO,YES,08-10-2025,09-08-2026
3207,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/WC/22012035301649,Dugwell recharge,A --PUBLIC WORKS RELATING TO NATURAL RESOURCES MANAGEMENT,Water Conservation and Water Harvesting,Construction of Sand filter for openwell recharge for Community,Constr of Sand filter - openwell recharge for Comm,Gram Panchayat,15000,0,25000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,11-05-2025,
3208,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5864427,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148816629,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,7830,0,0,0,0,0,0,0,30,30,1,,NO,YES,12-01-2026,
3209,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Physically Completed,1712008040/IF/IAY/5864479,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP148968843,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,7830,0,0,0,0,0,0,0,30,30,1,,NO,YES,12-01-2026,09-08-2026
3210,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5864496,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127959304,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4500,0,4500,0,4500,0,4500,0,30,30,1,,NO,YES,12-01-2026,
3211,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5871995,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP128103277,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,12-01-2026,
3212,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Approved,1712008040/IF/22012035659615,ek bagiya ma ke naam Kiran Saket MP-12-008-040-001/161 SHG 380679,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,16-08-2025,
3213,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Physically Completed,1712008040/IF/IAY/5554919,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130469296,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,23490,0,23490,900,0,0,0,0,0,0,0,3,3,1,,NO,YES,22-06-2025,12-07-2026
3214,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Approved,1712008040/IF/22012035555743,khet talab nirman nagendra patel,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,24-04-2025,
3215,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Approved,1712008040/IF/22012035555750,khet talab nirman ramesh kumar barman,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,Construction of Farm Ponds for Individuals,Gram Panchayat,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,24-04-2025,
3216,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/4783685,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130468854,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,30-08-2025,
3217,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5552530,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127962598,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,30-08-2025,
3218,SATNA,MAIHAR,BIHARAKALAN,2025-2026,Ongoing,1712008040/IF/IAY/5560635,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130468626,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4200,0,0,0,0,0,0,0,14,14,1,,NO,YES,30-08-2025,
3219,SATNA,MAIHAR,BIHARAKALAN,2026-2027,Ongoing,1712008040/IF/IAY/5864448,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP127962086,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,Constr of PMAY-G House for Individuals,Gram Panchayat,27000,0,27000,4500,0,4500,0,4500,0,4500,0,30,30,1,,NO,YES,04-08-2026,
3220,SATNA,MAIHAR,BINAIKA,2015-2016,Approved,1712008008/IF/IAY/192989,Construction of IAY House -IAY REG. NO. MP-12-008-008-002/1281,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,22-02-2016,
3221,SATNA,MAIHAR,BINAIKA,2015-2016,Approved,1712008008/IF/IAY/192990,Construction of IAY House -IAY REG. NO. MP-12-008-008-002/1309,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Construction of PMAY-G House Building for Individuals,IAY Houses,Gram Panchayat,27000,0,27000,0,0,0,0,0,0,0,0,0,0,1,,NO,YES,22-02-2016,
3222,SATNA,MAIHAR,BINAIKA,2018-2019,Ongoing,1712008008/IF/22012034428418,शिव मंदिर परिसर-गड़वा plantation,B --INDIVIDUAL ASSETS FOR VULNERABLESECTIONS (ONLY FOR HOUSEHOLDS IN PARAGRAPH 5),Works on Individuals Land (Category IV),Block Plantation of Horticulture Trees in fields for Individual,Block Plantation-Hort-Trees in fields-Individuals,Beneficiary,250000,92000,342000,0,0,0,0,0,0,0,0,0,0,1,,NO,NO,12-09-2018,
